CODAGENCIA;NOMAGENCIA;CLUSTER;GASTOS_PROMEDIOREDONDEO;GASTOS_SUMAAJUSTADA;GASTOS_IMPORTEABC;NUEVO_GASTOS_CARGOCUENTAINGRESO_CANTIDAD;PENDIENTES_15DIAS_CANTIDAD;PENDIENTES_15DIAS_IMPORTE;PENDIENTES_FALTANTE_CANTIDAD;PENDIENTES_FALTANTE_IMPORTE;PENDIENTES_ANOMALIA_CANTIDAD;PENDIENTES_ANOMALIA_IMPORTE;PENDIENTES_FINSEMANA_NORMAL_CANTIDAD;PENDIENTES_FINSEMANA_IMPORTE;PENDIENTES_RULETEO_CANTIDAD;PENDIENTES_MENORPROMEDIO_CANTIDAD;PENDIENTES_MENORPROMEDIO_IMPORTE;NUEVO_PENDIENTES_FUERAOFICINA_CANTIDAD;NUEVO_PENDIENTES_SALIDAEFECTO_CANTIDAD;NUEVO_PENDIENTES_FINSEMANA_CANTIDAD;PENDIENTES_RARA_CANTIDAD;TIPOCAMBIO_IMPORTEDOLAR;DEUDA_PERDIDA_GCOMERCIAL;DEUDA_DEFICIENTE_GCOMERCIAL;DEUDA_DUDOSO_GCOMERCIAL;DEUDA_PERDIDA_GOPERATIVO;DEUDA_DEFICIENTE_GOPERATIVO;DEUDA_DUDOSO_GOPERATIVO;DEUDA_PERDIDA_GCONTROL;DEUDA_DEFICIENTE_GCONTROL;DEUDA_DUDOSO_GCONTROL;DIFERENCIACAJA_CANTIDAD;DIFERENCIACAJA_IMPORTE;MATRICULAINACTIVA_OPERACION_CANTIDAD;VACACIONESNEGRAS_CONEXION_CANTIDAD;VACACIONESNEGRAS_VISTOBUENO_CANTIDAD;ANOEXPERIENCIA_GCOMERCIAL;ANOEXPERIENCIA_GOPERATIVO;ANOEXPERIENCIA_GCONTROL;ROTACION_RATIO_PERSONAL;FRAUDE_CANTIDAD
420000;AG. LA OROYA BCA SERV.;0;0.0;0.0;0.0;1.0;2.0;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;5619.0;0.133928571;1.0
425000;MOLLENDO BANCA DE SERVICIO;0;0.0;600.0;283.333333;1.0;5.0;1945.13;0.0;0.0;1.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8080.0;0.090909091;0.0
430002;AGENCIA PLAZA CENTER MOQUEGUA;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1167.0;0.0;0.0
445000;AG. OXAPAMPA BCA SERV.;0;0.0;0.0;0.0;67.0;2.0;662.0;0.0;0.0;10.0;1125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;12.0;0.0;0.0;4190.0;0.125;1.0
450000;PACASMAYO BANCA DE SERVICIO;0;0.0;1550.0;150.0;3.0;1.0;110.0;0.0;0.0;8.0;5754600.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4919.0;0.111111111;0.0
475012;AG.EL CHIPE;0;0.0;0.0;0.0;0.0;4.0;1500.0;0.0;0.0;4.0;260.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;33.0;0.0;0.0;6478.0;0.0;0.0
480000;PUCALLPA BANCA DE SERVICIO;0;0.0;0.0;0.0;6.0;28.0;5477.0;0.0;0.0;15.0;1480.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;5515577.0;0.0;0.0;0.0;0.0;0.0;4124.0;0.112281167;1.0
480003;AG.OPEN PLAZA PUCALLPA;0;0.0;476.46;500.0;5.0;4.0;1040.0;0.0;0.0;2.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3551.0;0.10526973;0.0
505000;AG. QUILLABAMBA B SERV;0;0.0;151.026666;230.0;3.0;1.0;50.0;0.0;0.0;1.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;0.0;0.0;0.0;5223.0;0.1;0.0
533000;AG. SICUANI;0;0.0;0.0;350.0;0.0;4.0;1640.0;0.0;0.0;49.0;1522.6;0.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4811.0;0.111111111;0.0
570018;AG. VICTOR LARCO;0;0.0;0.0;0.0;0.0;12.0;3998.1724;0.0;0.0;9.0;866.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;11.0;0.0;0.0;5981.0;0.0625;0.0
585000;AG. YURIMAGUAS BCA SERV;0;0.0;0.0;500.0;0.0;4.0;1200.0;0.0;0.0;2.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;0.0;0.0;3493.0;0.0;0.0
191000;LIMA BANCA DE SERVICIO;0;0.0;0.0;259.07;4484.0;6.0;1745.0;0.0;0.0;13.0;4022.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1068.0;11559794869.0;0.0;10.0;0.0;0.0;0.0;9767.0;0.035714286;1.0
191000;LIMA CAJA TP;0;0.0;0.0;259.07;4484.0;6.0;1745.0;0.0;0.0;13.0;4022.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1068.0;11559794869.0;0.0;10.0;0.0;0.0;0.0;9767.0;0.035714286;1.0
191029;AG.PRO;0;0.0;0.0;0.0;0.0;15.0;4990.0;0.0;0.0;19.0;3130.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2505.0;0.100279107;1.0
191043;AG.VITARTE;0;0.0;0.0;0.0;0.0;10.0;2210.0;0.0;0.0;28.0;5260.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;15.0;0.0;0.0;0.0;6243.0;0.052777778;0.0
191049;AG.TOPITOP;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;1259.0;0.5;0.0
191061;AG.MERCADO PRODUCTORES;0;0.0;0.0;0.0;0.0;2.0;145.0;0.0;0.0;22.0;2400.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;8096.0;0.077622628;1.0
191069;AG.MESA REDONDA;0;0.0;0.0;0.0;0.0;6.0;1372.4;0.0;0.0;31.0;39466.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;10.0;0.0;0.0;7565.0;0.074323063;0.0
191071;AG. CANADA;0;0.0;0.0;0.0;0.0;5.0;2130.0;0.0;0.0;5.0;180.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5612.0;0.118354072;0.0
191087;AG.EL PINO;0;0.0;0.0;0.0;0.0;3.0;1370.0;0.0;0.0;14.0;1660.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;9980.0;0.074400871;0.0
191091;AG. CAQUETA;0;0.0;0.0;0.0;0.0;2.0;400.0;0.0;0.0;13.0;4720.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5117.0;0.095454545;1.0
191096;AG. CANTO GRANDE;0;0.0;0.0;0.0;0.0;11.0;6694.5242;0.0;0.0;20.0;115600.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;6952.0;0.133333333;0.0
191097;AG. ZARATE;0;0.0;0.0;0.0;0.0;7.0;2790.78;0.0;0.0;22.0;6392.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;3152.0;0.062622549;2.0
191113;AG.CHIMPU OCLLO;0;0.0;0.0;0.0;0.0;5.0;2550.0;0.0;0.0;14.0;1550.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;8.0;0.0;0.0;8238.0;0.083333333;0.0
191143;AG.NAYLAMP;0;0.0;0.0;0.0;0.0;7.0;7080.94;0.0;0.0;9.0;10590.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9158.0;0.06127451;0.0
191166;AG.LA RAMBLA - BRASIL;0;0.0;0.0;0.0;0.0;4.0;1370.0;0.0;0.0;2.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;5556.0;0.0;0.0
191173;AGENCIA REAL PLAZA SANTA CLARA;0;0.0;0.0;0.0;0.0;9.0;6470.0;0.0;0.0;17.0;2540.0;0.0;0.0;2.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;2656.0;0.191666667;0.0
192054;AG.C. AEREO COMERCIAL;0;0.0;0.0;0.0;0.0;3.0;4261.6;0.0;0.0;7.0;1110.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;6527.0;0.090196078;0.0
193003;AG. CAMACHO;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;300.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5868.0;0.160714286;0.0
193009;AG. 2 DE MAYO;0;0.0;0.0;0.0;0.0;5.0;1256.2;0.0;0.0;5.0;570.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7596.0;0.085858586;0.0
193012;AG.RAUL FERRERO;0;0.0;0.0;0.0;0.0;4.0;2240.0;0.0;0.0;10.0;1240.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;7408.0;0.082846004;0.0
193036;AG. JOSE GALVEZ;0;0.0;0.0;0.0;0.0;9.0;3570.0;0.0;0.0;20.0;2470.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;4138.0;0.064583333;0.0
193043;AG. PARQUE SAN JOSE;0;0.0;0.0;0.0;0.0;15.0;3286.07;0.0;0.0;18.0;1190.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;3105.0;0.0;0.0
193053;AG.PEZET;0;0.0;0.0;0.0;0.0;3.0;804.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8958.0;0.076923077;0.0
194003;AG. PARDO;0;0.0;0.0;0.0;0.0;3.0;1145.0;0.0;0.0;12.0;1820.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;10539.0;0.080555556;0.0
194007;AG. BARRANCO;0;0.0;0.0;0.0;0.0;5.0;870.0;0.0;0.0;11.0;3210.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.0;0.0;0.0;0.0;3232.0;0.064327485;0.0
194025;AG. VILLA MARIA DEL TRIUNFO;0;0.0;0.0;0.0;0.0;8.0;2250.0;0.0;0.0;7.0;800.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;8973.0;0.060661765;1.0
194030;AG. PARQUE INDUSTRIAL LIMA;0;0.0;0.0;323.633333;13.0;3.0;1610.0;0.0;0.0;10.0;2100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;3661.0;0.065833333;0.0
194044;AG.CHAMA;0;0.0;0.0;0.0;0.0;1.0;180.0;0.0;0.0;4.0;1020.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;9203.0;0.074175824;0.0
194046;AG. PRIMAVERA MONTERRICO;0;0.0;0.0;0.0;0.0;7.0;1810.0;0.0;0.0;5.0;420.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;9112.0;0.112610044;1.0
194060;STRIP CENTER GUARDIA CIVIL;0;0.0;0.0;0.0;0.0;8.0;2740.0;0.0;0.0;11.0;1150.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;3905.0;0.069047619;0.0
194061;AG.OPEN PLAZA ANGAMOS;0;0.0;0.0;0.0;0.0;6.0;2294.9748;0.0;0.0;3.0;620.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7043.0;0.084908425;1.0
194080;AG. HOSPITAL FAP;0;0.0;0.0;0.0;0.0;3.0;250.0;0.0;0.0;3.0;400.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;6294.0;0.076923077;0.0
215022;AG. JACOBO HUNTER;0;0.0;0.0;0.0;0.0;6.0;1480.0;0.0;0.0;14.0;4725.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;7980.0;0.118055556;0.0
220002;AG. MARISCAL CACERES;0;0.0;0.0;0.0;0.0;6.0;780.0;0.0;0.0;7.0;520.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;6259.0;0.104848485;0.0
230000;BAGUA CHICA BANCA DE SERVICIO;0;0.0;0.0;0.0;0.0;1.0;90.0;0.0;0.0;5.0;690.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;6653.0;0.133928571;1.0
245001;AG. EL QUINDE - CAJAMARCA;0;0.0;0.0;100.0;0.0;9.0;2230.0;0.0;0.0;28.0;2396.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3697.0;0.058823529;0.0
250000;CAMANA BANCA DE SERVICIO;0;0.0;0.0;100.0;2.0;8.0;4190.74;0.0;0.0;3.0;201.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.0;5.0;0.0;0.0;4769.0;0.076923077;0.0
255000;AG. CANETE BCA SERV.;0;0.0;0.0;225.0;1.0;2.0;780.0;0.0;0.0;20.0;2570.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;9297672.0;0.0;16.0;8.0;0.0;0.0;4004.0;0.085858586;1.0
255002;AG. OFICINA MALA;0;0.0;0.0;0.0;0.0;11.0;6961.44;0.0;0.0;11.0;1020.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;12.0;0.0;0.0;1923.0;0.1;0.0
280000;AG. C DE PASCO BCA SERV;0;0.0;0.0;0.0;0.0;5.0;990.0;0.0;0.0;9.0;420.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;3899.0;0.185185185;1.0
285003;AG. DIAGONAL CUSCO;0;0.0;0.0;0.0;0.0;5.0;706.33;0.0;0.0;12.0;1800.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;19.0;0.0;0.0;0.0;4622.0;0.082043344;0.0
285006;AG. LA CULTURA;0;0.0;0.0;0.0;0.0;8.0;3122.0;0.0;0.0;4.0;2450.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;8.0;0.0;0.0;0.0;3363.0;0.054695562;0.0
305003;AG. SANTA VICTORIA;0;0.0;0.0;0.0;0.0;2.0;1900.0;0.0;0.0;5.0;181.9;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2443.0;0.0;0.0
315000;AG. CHINCHA BCA SERV.;0;0.0;0.0;0.0;3.0;13.0;5453.3184;0.0;0.0;13.0;6580.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;0.0;0.0;0.0;7407.0;0.041666667;0.0
355001;AGENCIA EL TAMBO;0;0.0;0.0;0.0;0.0;7.0;2598.0;0.0;0.0;10.0;613.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;0.0;0.0;0.0;7176.0;0.069047619;1.0
430001;AG. CUAJONE;0;0.0;0.0;0.0;0.0;2.0;400.0;0.0;0.0;3.0;500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;773.0;0.0;0.0
435001;AG. RIOJA;0;0.0;0.0;0.0;0.0;1.0;10.0;0.0;0.0;4.0;215.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;1319.0;0.142857143;0.0
435002;AG. NUEVA CAJAMARCA;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;9.0;850.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;2779.0;0.105555556;0.0
475000;PIURA BANCA DE SERVICIO;0;0.0;0.0;0.0;44.0;87.0;7773.5668;0.0;0.0;168.0;8719.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;22089780.0;0.0;6.0;0.0;0.0;0.0;11861.0;0.027084495;2.0
475013;AG. TAMBOGRANDE;0;0.0;0.0;0.0;0.0;1.0;360.0;0.0;0.0;5.0;1330.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4081.0;0.165608466;0.0
540000;AG. TACNA BANCA DE SERV.;0;0.0;0.0;960.0;3.0;30.0;4779.16;0.0;0.0;65.0;17931.7;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;13255292.8;0.0;33.0;0.0;0.0;0.0;7724.0;0.033650794;0.0
550000;AG. TARAPOTO BCA SERV.;0;0.0;0.0;2500.0;0.0;162.0;9550.5;0.0;0.0;648.0;600132597.4;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;8054340.0;0.0;18.0;0.0;0.0;0.0;3963.0;0.05488307;2.0
570002;AG. MERCADO MAYORISTA;0;0.0;0.0;0.0;0.0;3.0;1120.0;0.0;0.0;7.0;550.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;11.0;0.0;0.0;0.0;6844.0;0.045454545;0.0
191010;AG.MEGA PLAZA-CC CONO NORTE;0;0.0;0.0;0.0;0.0;8.0;1760.0;0.0;0.0;33.0;5394.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;2.0;0.0;0.0;5683.0;0.037749288;0.0
191015;AG.GAMARRA MODA PLAZA;0;0.0;0.0;0.0;0.0;7.0;2000.0;0.0;0.0;3.0;210.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;5193.0;0.095454545;0.0
191020;AG.PURUCHUCO;0;0.0;0.0;0.0;0.0;10.0;4040.0;0.0;0.0;13.0;5060.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;119359.89;0.0;3.0;7.0;0.0;0.0;6415.0;0.055555556;0.0
191057;AG.ANGELICA GAMARRA;0;0.0;0.0;0.0;0.0;8.0;3330.0;0.0;0.0;10.0;740.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;7464.0;0.089880952;0.0
191064;AG. MERCADO DE FRUTAS;0;0.0;0.0;0.0;0.0;8.0;1521.47;0.0;0.0;4.0;65.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3655.0;0.09047619;0.0
191074;AG.CHACLACAYO;0;0.0;0.0;0.0;0.0;4.0;981.0;0.0;0.0;15.0;2325.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;1731.0;0.084722222;1.0
191088;AG.CC. FIORI;0;0.0;0.0;0.0;0.0;9.0;2360.9;0.0;0.0;12.0;3830.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;49531.86;0.0;0.0;0.0;0.0;0.0;4795.0;0.0625;3.0
